Object Complete Name,Trend,Date,Milli,Quality,Unit,Value
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:11:43,70,0,MW,100.22
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:11:47,70,0,MW,100.23
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:11:51,65,0,MW,100.24
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:11:55,68,0,MW,100.24
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:11:59,77,0,MW,100.26
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:12:03,60,0,MW,100.26
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:12:07,65,0,MW,100.22
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:12:11,70,0,MW,100.20
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:12:15,61,0,MW,100.13
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:12:19,60,0,MW,100.06
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:12:23,77,0,MW,100.01
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:12:27,60,0,MW,99.99
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:12:31,65,0,MW,100.00
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:12:35,68,0,MW,99.97
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:12:39,70,0,MW,99.96
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:12:43,70,0,MW,99.92
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:12:47,70,0,MW,99.90
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:12:51,70,0,MW,99.94
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:12:55,70,0,MW,99.94
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:12:59,60,0,MW,99.96
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:13:03,61,0,MW,99.93
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:13:07,69,0,MW,99.92
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:13:11,69,0,MW,99.90
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:13:15,61,0,MW,99.89
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:13:19,80,0,MW,99.87
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:13:23,60,0,MW,99.86
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:13:27,70,0,MW,99.83
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:13:31,74,0,MW,99.82
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:13:35,75,0,MW,99.78
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:13:39,65,0,MW,99.78
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:13:43,66,0,MW,99.79
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:13:47,65,0,MW,99.82
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:13:51,68,0,MW,99.83
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:13:55,65,0,MW,99.85
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:13:59,69,0,MW,99.83
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:14:03,70,0,MW,99.83
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:14:07,60,0,MW,99.78
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:14:11,70,0,MW,99.75
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:14:15,71,0,MW,99.70
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:14:19,70,0,MW,99.68
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:14:23,72,0,MW,99.62
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:14:27,70,0,MW,99.60
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:14:31,60,0,MW,99.59
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:14:35,60,0,MW,99.58
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:14:39,75,0,MW,99.52
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:14:43,75,0,MW,99.48
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:14:47,60,0,MW,99.45
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:14:51,75,0,MW,99.42
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:14:55,62,0,MW,99.35
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:14:59,60,0,MW,99.26
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:15:03,60,0,MW,99.22
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:15:07,60,0,MW,99.13
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:15:11,61,0,MW,99.10
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:15:15,62,0,MW,99.09
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:15:19,64,0,MW,99.11
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:15:23,60,0,MW,99.11
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:15:27,65,0,MW,99.11
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:15:31,70,0,MW,99.11
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:15:35,75,0,MW,99.11
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:15:39,79,0,MW,99.11
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:15:43,60,0,MW,99.09
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:15:47,60,0,MW,99.08
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:15:51,63,0,MW,99.07
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:15:55,65,0,MW,99.06
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:15:59,65,0,MW,99.06
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:16:03,64,0,MW,99.05
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:16:07,65,0,MW,99.05
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:16:11,65,0,MW,99.05
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:16:15,71,0,MW,99.06
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:16:19,68,0,MW,99.06
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:16:23,60,0,MW,99.07
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:16:27,60,0,MW,99.09
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:16:31,64,0,MW,99.11
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:16:35,65,0,MW,99.11
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:16:39,65,0,MW,99.14
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:16:43,70,0,MW,99.14
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:16:47,78,0,MW,99.15
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:16:51,75,0,MW,99.17
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:16:55,75,0,MW,99.18
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:16:59,75,0,MW,99.20
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:17:03,75,0,MW,99.20
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:17:07,65,0,MW,99.21
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:17:11,65,0,MW,99.22
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:17:15,65,0,MW,99.22
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:17:19,65,0,MW,99.22
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:17:23,65,0,MW,99.23
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:17:27,70,0,MW,99.24
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:17:31,78,0,MW,99.22
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:17:35,75,0,MW,99.21
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:17:39,70,0,MW,99.20
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:17:43,70,0,MW,99.24
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:17:47,74,0,MW,99.22
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:17:51,60,0,MW,99.16
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:17:55,75,0,MW,99.07
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:17:59,75,0,MW,98.96
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:18:03,75,0,MW,98.91
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:18:07,75,0,MW,98.80
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:18:11,75,0,MW,98.72
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:18:15,79,0,MW,98.65
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:18:19,70,0,MW,98.62
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:18:23,78,0,MW,98.55
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:18:27,75,0,MW,98.45
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:18:31,78,0,MW,98.36
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:18:35,75,0,MW,98.25
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:18:39,61,0,MW,98.15
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:18:43,60,0,MW,98.02
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:18:47,61,0,MW,97.88
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:18:51,60,0,MW,97.77
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:18:55,62,0,MW,97.70
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:18:59,65,0,MW,97.62
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:19:03,65,0,MW,97.57
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:19:07,65,0,MW,97.56
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:19:11,67,0,MW,97.57
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:19:15,70,0,MW,97.61
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:19:19,72,0,MW,97.58
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:19:23,70,0,MW,97.53
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:19:27,78,0,MW,97.51
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:19:31,73,0,MW,97.55
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:19:35,69,0,MW,97.58
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:19:39,65,0,MW,97.65
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:19:43,65,0,MW,97.71
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:19:47,65,0,MW,97.79
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:19:51,65,0,MW,97.87
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:19:55,67,0,MW,97.96
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:19:59,65,0,MW,98.04
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:20:03,65,0,MW,98.18
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:20:07,67,0,MW,98.31
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:20:11,65,0,MW,98.45
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:20:15,70,0,MW,98.54
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:20:19,70,0,MW,98.63
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:20:23,60,0,MW,98.65
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:20:27,70,0,MW,98.68
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:20:31,72,0,MW,98.70
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:20:35,75,0,MW,98.75
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:20:39,75,0,MW,98.78
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:20:43,75,0,MW,98.81
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:20:47,65,0,MW,98.83
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:20:51,67,0,MW,98.82
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:20:55,65,0,MW,98.81
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:20:59,69,0,MW,98.80
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:21:03,65,0,MW,98.76
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:21:07,65,0,MW,98.73
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:21:11,70,0,MW,98.69
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:21:15,65,0,MW,98.66
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:21:19,75,0,MW,98.61
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:21:23,75,0,MW,98.58
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:21:27,75,0,MW,98.55
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:21:31,65,0,MW,98.52
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:21:35,75,0,MW,98.48
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:21:39,65,0,MW,98.46
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:21:43,68,0,MW,98.42
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:21:47,65,0,MW,98.43
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:21:51,69,0,MW,98.40
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:21:55,70,0,MW,98.38
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:21:59,65,0,MW,98.37
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:22:03,70,0,MW,98.33
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:22:07,72,0,MW,98.27
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:22:11,75,0,MW,98.19
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:22:15,60,0,MW,98.12
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:22:19,60,0,MW,98.07
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:22:23,65,0,MW,98.02
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:22:27,69,0,MW,97.99
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:22:31,70,0,MW,97.95
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:22:35,60,0,MW,97.99
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:22:39,70,0,MW,97.99
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:22:43,72,0,MW,98.02
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:22:47,75,0,MW,98.01
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:22:51,75,0,MW,97.99
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:22:55,75,0,MW,97.93
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:22:59,75,0,MW,97.89
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:23:03,75,0,MW,97.86
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:23:07,70,0,MW,97.80
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:23:11,75,0,MW,97.72
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:23:15,79,0,MW,97.62
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:23:19,60,0,MW,97.54
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:23:23,70,0,MW,97.45
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:23:27,74,0,MW,97.38
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:23:31,75,0,MW,97.33
HELIOS SS / 138KV / BAY1 - LINE1 / MEASUREMENT / ACTIVE POWER,ACTIVE POWER,03/04/2023 13:23:35,65,0,MW,97.32
